rating,likes,date,iso_date,response,cleaned_snippet,sentiment,sentiment_prob
5.0,0,"November 03, 2024",2024-11-03T04:30:41Z,,love game unconditionally player friendly map beautiful story line amazing think   star game disappointing not great m ar m love plan good game etc badluck people bad review devs try satisfy guy ill play game matter give lovely game thankyou hoyoberse muahahahaeauheurys,Negatif,0.5604550242424011
4.0,2,"November 02, 2024",2024-11-02T17:48:19Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game.', 'date': 'March 13, 2023', 'iso_date': '2023-03-13T10:31:44Z'}",th anniversary weapon banner pitt   radiance pity system free   look like deserve long time update rating     hope reward future rating improvement reduce weapon pity good anniversary elixir cost need easy obtain,Negatif,0.5581730008125305
5.0,0,"October 27, 2024",2024-10-27T06:35:41Z,,fun play not know m new player   funn u guy download try explore vast world questgood graphic   good story line long play want overall   game fun like play game,Negatif,0.5627784729003906
5.0,0,"October 24, 2024",2024-10-24T20:36:10Z,,game get unreasonable hate people play highly recommend game amazing year play bulkier phone crash lag happen low graphic setting character story worth,Negatif,0.5614448189735413
3.0,10,"November 09, 2024",2024-11-09T21:15:03Z,,love game take way storage like gb way mobile game device dedicate genshin genshin s way hell damn world app like sorry ridiculous gb gb lot mobile game let   story great character art   get boring ve quest explore gacha not good tho,Negatif,0.5592712759971619
1.0,29,"October 22, 2024",2024-10-22T05:36:17Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game.', 'date': 'October 22, 2024', 'iso_date': '2024-10-22T03:52:24Z'}",controller support android   year feedback give fall deaf ear s severe lack qol feature consider game age proper endgame content artifact loadout custom domain creator perfect endgame content alas temporary usual game good tonedeaf company actually use money improve billion dollar company people,Negatif,0.5570512413978577
5.0,1,"November 02, 2024",2024-11-02T01:42:03Z,,amazing game superb story line gameplay great mobile need decent phone run see comment game crash etc plus   g run game like dream,Negatif,0.5612358450889587
1.0,269,"October 23, 2024",2024-10-23T21:14:42Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game.', 'date': 'November 07, 2024', 'iso_date': '2024-11-07T09:23:59Z'}",alright game thing delete app tell sorry not space game download people s point have app store certain device maybe fix game not space especially phone,Negatif,0.5614333152770996
2.0,1,"November 03, 2024",2024-11-03T17:09:19Z,,bug s cause game work delete app datum cache datum pop say try update game developer fix happen friend play game normally,Negatif,0.5589830875396729
4.0,1,"October 23, 2024",2024-10-23T00:48:30Z,,enjoy game like week leave day entire save wipe reset beginning end redownloade worked fine far,Negatif,0.5592343807220459
4.0,0,"November 06, 2024",2024-11-06T12:01:39Z,,great game button malfunction somethime example matter long hard hold attack button mobile not heavy attack problem arlecchino weekly boss button move force play uncomfortably   year,Negatif,0.5587736964225769
2.0,19,"October 28, 2024",2024-10-28T08:44:27Z,,game slow fun reach adventure rank   s character building reach curtain point game endless mode endgame hopefully skip button dialogue slow,Negatif,0.5620512366294861
4.0,0,"October 21, 2024",2024-10-21T01:26:30Z,,amazing keep kick game try jade chamber grab paper snow go checkpoint unlock leave game go game checkpoint not save ve try jade chamber,Negatif,0.5599899291992188
5.0,0,"November 09, 2024",2024-11-09T03:12:07Z,,play genshin year like quest help understand concept game character design amazing not player mad design hope ill   star,Negatif,0.5621442794799805
4.0,0,"October 30, 2024",2024-10-30T07:09:28Z,,incredible game amazing charachter story exploration combat problem ungodly amount storage take like gb insane gatcha absolute scam,Negatif,0.5628047585487366
4.0,7,"November 04, 2024",2024-11-04T22:38:37Z,,star lack controller support android change play lack controller support stop play m bored play controller hope guy consider add soon,Negatif,0.5610808730125427
5.0,0,"November 08, 2024",2024-11-08T05:57:28Z,,favourite game far play game hour game graphic dam goodi like animationsand character pretty good event good rule understand matter support genshin impact,Negatif,0.5665467381477356
4.0,17,"October 29, 2024",2024-10-29T07:39:34Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'We sincerely apologize for this issue, Traveler. Please send us an email or contact Customer Service via in-game feedback for specific help with this issue.', 'date': 'August 23, 2024', 'iso_date': '2024-08-23T22:50:00Z'}",ping bad ms edit maybe bad connection ping ms lag lag game crash cutscene musicdialogue choppy point wher decide turn volume completely edit contact month ago surprisingly fix issue thou contact network provdr game run smoothly stll lag smtime,Negatif,0.5606822371482849
5.0,0,"October 21, 2024",2024-10-21T15:04:45Z,,genshin impact fun game lot place amazing new hero high quality graphic breathtake story genshin online game play people like friend sibling need defeat villain save sisterbrother meet new hero upgrade hero collect resource map download genshin impact know fascinating story untold,Negatif,0.5611798763275146
2.0,3,"November 09, 2024",2024-11-09T09:26:16Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'Hello Traveler! Please go to the official Genshin Impact website to refer to information on system requirements for a more stable and smooth gaming experience. Meanwhile, to further locate the cause of the issue, please contact the Customer Service team via the in-game feedback channel or email.', 'date': 'November 02, 2022', 'iso_date': '2022-11-02T12:34:17Z'}",game heavy low end device   will not able play anymore edit update get lot slow strong device m unable enjoy game request developer think size game,Negatif,0.5604753494262695
4.0,0,"November 04, 2024",2024-11-04T02:43:47Z,,graphic pretty good like story lore great guy   star character interaction respective nation like   star outside aqthe mc showcase power pretty boring compare wuwa,Negatif,0.5586944222450256
5.0,2,"November 10, 2024",2024-11-10T07:43:01Z,,far good game ve play lore fantastic character design look cool graphic great storyline amazing consider mainly play game truly good hand hoyoverse fantastic job genshin impact edit   finally take space thank u mihoyo,Negatif,0.5607635378837585
5.0,3,"November 03, 2024",2024-11-03T18:17:11Z,,love genshin favorite game graphic amazing character love detail character outfit quest highly recommend play amazing game hu tao pretty new skin,Negatif,0.5648707747459412
3.0,1,"November 10, 2024",2024-11-10T05:18:09Z,,event need replayable en va strike leave previous event voiceless unable enjoy say content native language strike end content replayable   strike not end seek new vas,Negatif,0.5591625571250916
1.0,42,"October 20, 2024",2024-10-20T17:52:59Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'We sincerely apologize for this issue, Traveler. Please send us an email or contact Customer Service via in-game feedback for specific help with this issue.', 'date': 'October 21, 2024', 'iso_date': '2024-10-21T09:35:10Z'}",say bad game dialogue not skip take long cutscene game mean involve player actually play game read listen dialogue time quest make fight have actual interaction have dialogue great time people tap cause boring long dialogue dev not listen player worth anymore,Negatif,0.5609005689620972
5.0,18,"November 10, 2024",2024-11-10T09:07:31Z,,play game   year azame   ost battle theme lore character design unique playstyle open world like not explain word like real experience not feel game hat developer great work art present lot effort game exciting journey future thank,Negatif,0.5598402619361877
5.0,1,"October 27, 2024",2024-10-27T10:07:11Z,,see game try finally play gamer fond open world rpg game game truly good open world experience mobile device game look damn beautiful great job impressed definitely recommend not play give try mean miss great thank work hard create masterpiece,Negatif,0.5624686479568481
4.0,0,"November 08, 2024",2024-11-08T13:11:25Z,,love game far d like option automatically clear new character stuff like gameplay tho story bit competitive requirement mission theirs alot fun stuff s non competitive m hope u gacha currency mission,Negatif,0.5644450783729553
5.0,0,"November 12, 2024",2024-11-12T07:36:27Z,,love game m afraid hacker ruin account wanna suggest obtain   star weapon player ve able use weapon use upgrade weapon not dispose hacker account ll ruin account,Negatif,0.55878746509552
5.0,0,"November 10, 2024",2024-11-10T11:10:15Z,,y play game good game not low end device not try install low ram device harmful device like art style   explore open world   collect charecter story quest etc way have fun,Negatif,0.5627457499504089
2.0,5,"October 31, 2024",2024-10-31T13:31:50Z,,eversince new update ve get frequent crash recently samsung gb ram like sudden movement fight enemy thing freeze crash freeze frame random second character not move include open menu lower graphic experiment suitable,Negatif,0.5617082118988037
2.0,3,"October 25, 2024",2024-10-25T21:45:58Z,,game story wise good   boring old player abyss easy new end game mode ok   complete quest daily routine open game boring commission use resin close game go to uninstall soon,Negatif,0.5603200197219849
2.0,0,"October 21, 2024",2024-10-21T18:30:27Z,,want add controller game separate company apple product provide android controller player play android calculate ratio download platform hardly difficult ps compatibility not android launch android controller,Negatif,0.5575805306434631
1.0,36,"November 07, 2024",2024-11-07T09:19:28Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'We sincerely apologize for this issue, Traveler. Please send us an email or contact Customer Service via in-game feedback for specific help with this issue.', 'date': 'November 09, 2024', 'iso_date': '2024-11-09T17:47:03Z'}",skip button absurd point character talk talk talk interesting take time say way short sentence game get nerve,Negatif,0.5626413822174072
5.0,0,"November 07, 2024",2024-11-07T10:42:02Z,,find come game ve play   m pretty veteran player love story line combat wish hoyo diverse come skin color character,Negatif,0.5600882768630981
2.0,0,"November 03, 2024",2024-11-03T05:05:16Z,,awesome not mind low game reward odd fandom huge problem include co   op teapot realmi currently phoneand build teapoti press save afterwardsthenit say waitto wait furniture load inexceptit go awaywhich not allow traveler visit sweethard work mini game realmi wait hoursand actually wifi weather completely fine,Negatif,0.560122013092041
4.0,3,"October 29, 2024",2024-10-29T15:59:29Z,,gripe actual lack skin surplus character feel kind lazy honestly release like entire year major event like lantern rite not help mod skin end get ban restrict like   skin compare total number   character usually irrelevant character like,Negatif,0.5600377321243286
3.0,2,"October 27, 2024",2024-10-27T05:23:54Z,,love game story s thing m disappoint story birthday nahida character not voice speak need read talk disappointing character voice conversation kinda annoying fix immediately appreciate story game,Negatif,0.5625008940696716
1.0,7,"November 02, 2024",2024-11-02T23:49:26Z,,thank fix game buut time s quest not play real story add like button not need quest try buy thing card not work not thing bring,Negatif,0.5606123805046082
5.0,0,"November 09, 2024",2024-11-09T21:45:25Z,,wow great game play game year enjoy like open world free game game play   month free buy   monthly welkin wish buy soon cost effective deal think mihoyo allow new user able buy     month previous month welkin make purchase think korean game voice actor good like open world game game worth try,Negatif,0.5596623420715332
3.0,0,"November 09, 2024",2024-11-09T05:12:45Z,,game good lack control control overy character deficult execute proper combo miss click etc hope ll add controller support android io well experience handle character,Negatif,0.5606542229652405
2.0,2,"October 22, 2024",2024-10-22T08:28:33Z,,update game lose account m able log   week update game m try send email genshin respond play   year k dollar account go recommend   not buy game   not waste time,Negatif,0.5601041316986084
5.0,0,"October 30, 2024",2024-10-30T18:14:50Z,,worth   update play potato phone long mondstadt fontaine work total fine exspect natlan crash soo enter carshs play religion smooth natlan demand stack expensive medium play,Negatif,0.557094156742096
4.0,1,"October 29, 2024",2024-10-29T15:30:13Z,,believe well reward possible consider reduce pity rate     freetoplay player fan eula feel like long wait play begin overall good game,Negatif,0.5597099661827087
5.0,0,"November 03, 2024",2024-11-03T15:25:22Z,,game pretty good place character quest interesting will not quit game bug weird play genshin impact   day normal quest start know npc character voice line miss fix bug pls love genshin impact,Negatif,0.5601621866226196
3.0,1,"November 02, 2024",2024-11-02T03:50:57Z,,game nice good graphic fact need gb datum play insane amazed datum mobile game play android game like asphalt   gangstar vegas game ask extreme datum download requirement,Negatif,0.5603720545768738
2.0,1,"October 30, 2024",2024-10-30T17:10:13Z,,ve play   year   star time sooooo disappointing hour gameplay event achievement go progress not star rating want,Negatif,0.5614696145057678
3.0,1,"October 29, 2024",2024-10-29T11:17:06Z,,play problem happen problem game take space kick app reason tho admit graphic plot story good pretty good game consider laggy,Negatif,0.5595047473907471
5.0,5,"October 22, 2024",2024-10-22T04:03:32Z,,  update gi offer incredible openworld recent story strong daily system improve reward engagement quest make easy use resin reward game big flaw continue painfully slow character building process story pacing prevent fast reader bore event content quickly dialogue skip qol think gi continue great title,Negatif,0.5628693699836731
5.0,1,"October 17, 2024",2024-10-17T12:49:40Z,,good game play phone worth bit storage take phone good story graphic quest character think download game thing regret download game good character standard character gaming experience notch,Negatif,0.5618898272514343
3.0,3,"October 17, 2024",2024-10-17T22:45:49Z,,ok get bit well   release shall quality improve quality great especially competitor market content feel stale need endgame activity weekly reward allow chance favourite character like certain weekly exploration   abyss activity sort like hoyo game own,Negatif,0.5600862503051758
5.0,0,"October 19, 2024",2024-10-19T16:27:26Z,,not understand people hate game ve play game patch   s time   suppose people follow like sheep game nice chance ve play long improve update listen fandom time game s like exploration coop main story cook visual novel,Negatif,0.558899998664856
4.0,5,"October 26, 2024",2024-10-26T12:06:13Z,,play game beginning good ve play story character good combat super fun game exhausting spend hour save currency character wish reward,Negatif,0.5627081990242004
5.0,4,"October 19, 2024",2024-10-19T09:33:42Z,,notice lot   star review decide   star think game great getting bore simply break like story world game music unreal casual player appreciate get stuff hard thank make game,Negatif,0.5605242848396301
5.0,1,"October 18, 2024",2024-10-18T03:46:29Z,,blast play genshin gorgeous graphic entice storyline love aspect game suggest skip dialogue button story memorize point highly recommend game casual hardcore gamer recommend game gam creator like honkai star rail extremely fun entertaining game,Negatif,0.5584920644760132
5.0,2,"October 23, 2024",2024-10-23T01:46:44Z,,love game fun story quest love game scenery character small issue lag mobile user understandable good game ve play deserve   star rating help people understand thing real life recommend play,Negatif,0.5598822832107544
1.0,32,"October 18, 2024",2024-10-18T20:40:56Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'We sincerely apologize for this issue, Traveler. Please send us an email or contact Customer Service via in-game feedback for specific help with this issue.', 'date': 'October 21, 2024', 'iso_date': '2024-10-21T09:37:59Z'}",s insane boring dialogue not skip add skip button seriously literal gameplay   min dialogue   min listen boring talk tap screen life skip dialogue add skip button,Negatif,0.5601400136947632
5.0,0,"October 22, 2024",2024-10-22T14:29:27Z,,finally hoyo start listen player lot qol change focus have fun spend time repetitive nonsense like daily abyss run short afford generous freebie consider game make deserve star fun natlan far qol change not screw thing,Negatif,0.5621873736381531
5.0,0,"October 18, 2024",2024-10-18T03:55:42Z,,tho play yrs old budget phone game beautiful now loading kinda fast new   update love change suddenly app get crash little time try reinstall result focus low end device like give opt change rendering distance smth like,Negatif,0.5647870302200317
4.0,0,"October 19, 2024",2024-10-19T23:25:31Z,,game pretty good downside big game load hard fp player currency game game beautiful interesting deep plot wish little easy overall,Negatif,0.5596489310264587
4.0,0,"November 02, 2024",2024-11-02T12:55:22Z,,easy   story character puzzle sooo good thing hate lack free reward compare game game feel soo dry lazy player like force grind character want community good player toxic,Negatif,0.5628601908683777
1.0,54,"October 15, 2024",2024-10-15T20:05:20Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'Thank you for your constant support of Genshin Impact. We welcome any valuable input from you. If you have any comments or suggestions you would like to share, please feel free to contact our Customer Service team via the in-game feedback channel or email to help us improve the game.', 'date': 'August 18, 2022', 'iso_date': '2022-08-18T09:22:23Z'}",update oct not use google point pc purchase battle passover update save   wish week not banner character game overall fun limit grind character wish expensive limitation gatcha game probably friend end play long period time original like needy controller support droid user,Negatif,0.5617021918296814
5.0,2,"October 25, 2024",2024-10-25T10:04:13Z,,dear hoyoverse enjoy game fun lot puzzle deal mention boss enemy love character story hope mic party talk texte friend fun speak friend game,Negatif,0.5620389580726624
4.0,0,"October 14, 2024",2024-10-14T16:20:10Z,,play game release multiple device edit game multiple time game amazing open world amazing character black character not skin color light tone npc yes game good fix character actually need melanin,Negatif,0.560274600982666
5.0,0,"October 19, 2024",2024-10-19T14:31:45Z,,time addict game like perfeeect quality game character music view quest world   animation literally awesome highly highly recommend game d,Negatif,0.5611188411712646
4.0,3,"October 17, 2024",2024-10-17T15:59:06Z,,bad experience old phone z fold amazing usually play pc phone wish file phone allow change controll use wireless keyboard mouse fold fun accept control currently not recognize available control game reason try racing game wasd control work,Negatif,0.5594613552093506
5.0,0,"October 18, 2024",2024-10-18T14:57:24Z,,bros not tell like game good play graphic story well people take storage developer solve problem delete old quest helpful low end device,Negatif,0.5624536871910095
4.0,0,"October 16, 2024",2024-10-16T07:45:55Z,,want world popular game add player vs player function want kill beastmonster bcz boring fight againt monster game animation fighting system u add player vs player function boom   game week want fair fight s possible fight againt real player add function meed change enable pvp game player fight,Negatif,0.5602980256080627
4.0,12,"October 16, 2024",2024-10-16T04:38:47Z,,good graphic experience task interesting excellent not know phone problem game problem new phone large storage space   week open game not open show game bug check thing awesome,Negatif,0.5606056451797485
2.0,1,"October 17, 2024",2024-10-17T17:47:49Z,,fun game take way storage nice skip dialogue not problem mean nice primogem easy s,Negatif,0.562456488609314
2.0,8,"October 17, 2024",2024-10-17T18:57:34Z,,new reward story quest long dialouge option character story quest not character main random npc waste   hour quest not feature banner unit basic npc reward give exploration story quest drivel aside archon quest way alt tab random option dialouge force input infuriating,Negatif,0.5607568025588989
5.0,0,"October 19, 2024",2024-10-19T23:01:24Z,,honestly hate game cringe player stuff bad actualy quest stuff keep motivated play literaly get rank   n day discoverd like   part map,Negatif,0.5624458193778992
5.0,14,"October 19, 2024",2024-10-19T01:55:16Z,,genshin impact completely redefine expect openworld rpg stunning visual pair expansive world life moment game feel like work art character design gorgeous feel unique personality combat style offer endless possibility team composition,Negatif,0.5584796667098999
5.0,1,"October 20, 2024",2024-10-20T10:04:12Z,,  nice game buy welkin week hu tao fund see game think graphic fake game truly amaze music character scenery thank wonderful game mihoyo hoyoverse truly life well   happy natlan update not believe ve play game   year genshin truly life well,Negatif,0.5579110980033875
5.0,1,"November 03, 2024",2024-11-03T16:35:41Z,,m wait forever start long update omg long conversation sooo stupid enemy impossible defeat screen unstable specially compat bcz camera ancle unstable difficult compat game soooo fke stressfull waste time,Negatif,0.5638179183006287
4.0,0,"October 15, 2024",2024-10-15T10:14:27Z,,  star canjust bug accure world quest pop bring near impossible puzzle solve right start want clear quest list like organized person like thing chapter v natlan archon quest chapter l liyue   reach chapter iv fontaine dock occupy quest natlan goodbye fontaine enter,Negatif,0.5631402134895325
4.0,0,"October 17, 2024",2024-10-17T05:35:59Z,,ve play genshin   year laptop ve problem recently get new phone hv alt acc europe server tend switch account switch europe server need download extra resource not download europe server automatically download asia server main acc download s new quest wait download,Negatif,0.5565010905265808
1.0,0,"November 10, 2024",2024-11-10T03:35:25Z,,like game graphic laggy chance get   star charcater low begginer pkayer spend primogem end wasteand suggest increase character drop release   star characterthat,Negatif,0.5611729025840759
3.0,1,"October 24, 2024",2024-10-24T15:08:34Z,,omgnice gamegreat animationsamaze charactersleisurely nature soundlike omg saurrrrr gooood suddenly today th october genshin impact stop say genshin impact close app bug try update app developer provide fix error s fixdo asap nahidas bday quest complete quest pleaseeee fix asap great game tbh m give star error,Negatif,0.5599755048751831
3.0,2,"October 28, 2024",2024-10-28T12:11:28Z,,right date gameplay voice character dialog lazy add company make billion not deliver voice linesi recommend game beautiful ton content definitely like care little game,Negatif,0.5641229748725891
5.0,3,"October 20, 2024",2024-10-20T17:00:49Z,,love game character design beautiful story amazing world stunning issue not run mobile take space amazing game,Negatif,0.5613493919372559
5.0,360,"August 28, 2024",2024-08-28T00:53:39Z,,ve play game year experience player go gameplay good easy understand elemental reaction easy remember accommodate storyline plot good character pretty write love detail people know experience glitch fix time overall highly recommend game fun great time pass bore,Negatif,0.5608015656471252
4.0,5,"October 09, 2024",2024-10-09T01:26:00Z,,anime inspire game ve play fine not care individual wish free play open chest quest end basically character design nice not diversity especially skin tone well pay expensive not afford itthen feel sad get character like,Negatif,0.5623418092727661
2.0,1,"October 27, 2024",2024-10-27T15:10:12Z,,problem message come insufficient storage enter load datum message keep pop say storage try leave relogging work,Negatif,0.5603945255279541
3.0,2,"October 26, 2024",2024-10-26T17:39:22Z,,not understand character late archon quest birthday celebration anecdote voiceless awkward embarrassing paimon have voice time hope hoyoverse change future normalize issue m sure player not amuse,Negatif,0.5603262782096863
5.0,0,"October 09, 2024",2024-10-09T01:57:07Z,,use fix artifact system rng overall game solid character story fantastic music lifechange combat varied flexible exploration fun plus get ton qol improvement year great thing well,Negatif,0.5619093775749207
5.0,0,"November 03, 2024",2024-11-03T23:59:33Z,,game good m addicted explore play friend s lot go game wish add feature like edit traveler look think s game standup,Negatif,0.5601775050163269
5.0,1,"October 11, 2024",2024-10-11T01:27:59Z,,amazing absolutely adore genshin impact start play   month ago completely obsess storyline game play graphic character reward etc fantastic fact m go create second account replay game beginning actually know wish game forever m look play game similar good genshin thank hoyoverse gem,Negatif,0.561840832233429
1.0,56,"November 03, 2024",2024-11-03T07:49:27Z,,stay away game   yrs come end worth find today grind character weapon artifact talent need money area room require resin level drop item   guarantee defeat boss sad bcuz pride play game end worth game,Negatif,0.5616761445999146
